#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
249,DEL CEP,000-BCQ-471,2455503.498366,3.927,0.014,False,Johnson V,CCD,PSEB,1.137,True
250,DEL CEP,000-BCQ-471,2455514.530691,4.026,0.036,False,Johnson V,CCD,PSEB,1.047,True
251,DEL CEP,000-BCQ-471,2455734.3663,3.973,0.043,False,Johnson V,CCD,VOL,1.71,True
252,DEL CEP,000-BCQ-471,2455741.3618,4.246,0.028,False,Johnson V,CCD,VOL,1.63,True
253,DEL CEP,000-BCQ-471,2455742.3840,3.674,0.029,False,Johnson V,CCD,VOL,1.50,True
254,DEL CEP,000-BCQ-471,2455747.3833,3.996,0.029,False,Johnson V,CCD,VOL,1.48,True
255,DEL CEP,000-BCQ-471,2455752.4278,4.254,0.031,False,Johnson V,CCD,VOL,1.23,True
256,DEL CEP,000-BCQ-471,2455754.4344,3.679,0.030,False,Johnson V,CCD,VOL,1.18,True
257,DEL CEP,000-BCQ-471,2455759.3972,3.511,0.024,False,Johnson V,CCD,VOL,1.26,True
258,DEL CEP,000-BCQ-471,2455761.5569,3.992,0.009,False,Johnson V,CCD,VOL,1.02,True
259,DEL CEP,000-BCQ-471,2455776.3826,3.757,0.019,False,Johnson V,CCD,VOL,1.17,True
260,DEL CEP,000-BCQ-471,2455778.3347,4.209,0.011,False,Johnson V,CCD,VOL,1.30,True
261,del Cep,000-BCQ-471,2455779.71403,3.826,.036,False,Johnson V,CCD,DMPA,1.074,True
262,DEL CEP,000-BCQ-471,2455780.3528,3.428,0.014,False,Johnson V,CCD,VOL,1.23,True
263,DEL CEP,000-BCQ-471,2455784.3528,4.249,0.031,False,Johnson V,CCD,VOL,1.20,True
264,DEL CEP,000-BCQ-471,2455787.4153,3.865,0.012,False,Johnson V,CCD,VOL,1.07,True
265,DEL CEP,000-BCQ-471,2455787.4194,3.872,0.006,False,Johnson V,CCD,VOL,1.06,True
266,DEL CEP,000-BCQ-471,2455788.4201,4.071,0.016,False,Johnson V,CCD,VOL,1.06,True
267,DEL CEP,000-BCQ-471,2455788.4222,4.062,0.004,False,Johnson V,CCD,VOL,1.05,True
268,DEL CEP,000-BCQ-471,2455790.3181,4.040,0.024,False,Johnson V,CCD,VOL,1.25,True
269,DEL CEP,000-BCQ-471,2455790.3208,4.025,0.009,False,Johnson V,CCD,VOL,1.24,True
270,DEL CEP,000-BCQ-471,2455791.3535,3.453,0.014,False,Johnson V,CCD,VOL,1.15,True
271,DEL CEP,000-BCQ-471,2455795.3736,4.212,0.007,False,Johnson V,CCD,VOL,1.09,True
272,DEL CEP,000-BCQ-471,2455799.3528,4.093,0.020,False,Johnson V,CCD,VOL,1.11,True
273,DEL CEP,000-BCQ-471,2455802.3438,3.550,0.016,False,Johnson V,CCD,VOL,1.11,True
274,DEL CEP,000-BCQ-471,2455808.3250,3.736,0.012,False,Johnson V,CCD,VOL,1.11,True
275,DEL CEP,000-BCQ-471,2455809.3000,4.006,0.009,False,Johnson V,CCD,VOL,1.16,True
276,DEL CEP,000-BCQ-471,2455815.3806,4.064,0.022,False,Johnson V,CCD,VOL,1.03,True
277,DEL CEP,000-BCQ-471,2455817.2903,3.923,0.014,False,Johnson V,CCD,VOL,1.13,True
278,DEL CEP,000-BCQ-471,2455829.2847,3.587,0.012,False,Johnson V,CCD,VOL,1.09,True
279,DEL CEP,000-BCQ-471,2455830.2688,3.819,0.014,False,Johnson V,CCD,VOL,1.11,True
280,DEL CEP,000-BCQ-471,2455831.2806,4.051,0.014,False,Johnson V,CCD,VOL,1.08,True
281,DEL CEP,000-BCQ-471,2455832.2889,4.238,0.012,False,Johnson V,CCD,VOL,1.07,True
282,DEL CEP,000-BCQ-471,2455833.2910,3.981,0.010,False,Johnson V,CCD,VOL,1.06,True
283,DEL CEP,000-BCQ-471,2455835.2854,3.784,0.008,False,Johnson V,CCD,VOL,1.06,True
284,DEL CEP,000-BCQ-471,2455836.3319,3.956,0.011,False,Johnson V,CCD,VOL,1.02,True
285,DEL CEP,000-BCQ-471,2455837.2681,4.177,0.011,False,Johnson V,CCD,VOL,1.08,True
286,DEL CEP,000-BCQ-471,2455838.3194,4.158,0.016,False,Johnson V,CCD,VOL,1.03,True
287,DEL CEP,000-BCQ-471,2455839.2604,3.558,0.016,False,Johnson V,CCD,VOL,1.08,True
288,DEL CEP,000-BCQ-471,2455841.2910,3.883,0.024,False,Johnson V,CCD,VOL,1.04,True
289,DEL CEP,000-BCQ-471,2455844.55899,3.887,0.013,False,Johnson B,CCD,SAH,,False
290,DEL CEP,000-BCQ-471,2455844.56675,3.484,0.032,False,Johnson V,CCD,SAH,,False
291,DEL CEP,000-BCQ-471,2455844.57029,3.022,0.010,False,Cousins R,CCD,SAH,,False
292,DEL CEP,000-BCQ-471,2455844.57520,2.830,0.020,False,Cousins I,CCD,SAH,,False
293,DEL CEP,000-BCQ-471,2455846.62186,4.471,0.008,False,Johnson B,CCD,SAH,,False
294,DEL CEP,000-BCQ-471,2455846.62502,3.919,0.030,False,Johnson V,CCD,SAH,,False
295,DEL CEP,000-BCQ-471,2455846.62820,3.347,0.009,False,Cousins R,CCD,SAH,,False
296,DEL CEP,000-BCQ-471,2455846.63134,3.040,0.017,False,Cousins I,CCD,SAH,,False
297,DEL CEP,000-BCQ-471,2455848.55237,4.879,0.036,False,Johnson B,CCD,SAH,,False
298,DEL CEP,000-BCQ-471,2455848.55555,4.195,0.034,False,Johnson V,CCD,SAH,,False
299,DEL CEP,000-BCQ-471,2455848.55869,3.591,0.015,False,Cousins R,CCD,SAH,,False
300,DEL CEP,000-BCQ-471,2455848.56183,3.288,0.014,False,Cousins I,CCD,SAH,,False
301,DEL CEP,000-BCQ-471,2455849.58297,4.323,0.021,False,Johnson B,CCD,SAH,,False
302,DEL CEP,000-BCQ-471,2455849.58607,3.792,0.015,False,Johnson V,CCD,SAH,,False
303,DEL CEP,000-BCQ-471,2455849.58919,3.277,0.009,False,Cousins R,CCD,SAH,,False
304,DEL CEP,000-BCQ-471,2455849.59237,3.033,0.010,False,Cousins I,CCD,SAH,,False
305,DEL CEP,000-BCQ-471,2455850.55073,3.988,0.010,False,Johnson B,CCD,SAH,,False
306,DEL CEP,000-BCQ-471,2455850.55382,3.547,0.024,False,Johnson V,CCD,SAH,,False
307,DEL CEP,000-BCQ-471,2455850.55692,3.045,0.008,False,Cousins R,CCD,SAH,,False
308,DEL CEP,000-BCQ-471,2455850.56016,2.836,0.011,False,Cousins I,CCD,SAH,,False
309,DEL CEP,000-BCQ-471,2455851.2285,3.731,0.015,False,Johnson V,CCD,VOL,1.08,True
310,DEL CEP,000-BCQ-471,2455851.53739,4.357,0.015,False,Johnson B,CCD,SAH,,False
311,DEL CEP,000-BCQ-471,2455851.54050,3.813,0.020,False,Johnson V,CCD,SAH,,False
312,DEL CEP,000-BCQ-471,2455851.54359,3.264,0.011,False,Cousins R,CCD,SAH,,False
313,DEL CEP,000-BCQ-471,2455851.54669,2.981,0.006,False,Cousins I,CCD,SAH,,False
314,DEL CEP,000-BCQ-471,2455852.2764,3.928,0.009,False,Johnson V,CCD,VOL,1.03,True
315,DEL CEP,000-BCQ-471,2455852.60948,4.639,0.020,False,Johnson B,CCD,SAH,,False
316,DEL CEP,000-BCQ-471,2455852.61261,4.010,0.025,False,Johnson V,CCD,SAH,,False
317,DEL CEP,000-BCQ-471,2455852.61573,3.445,0.011,False,Cousins R,CCD,SAH,,False
318,DEL CEP,000-BCQ-471,2455852.61887,3.134,0.009,False,Cousins I,CCD,SAH,,False
319,DEL CEP,000-BCQ-471,2455853.2694,4.114,0.012,False,Johnson V,CCD,VOL,1.03,True
320,DEL CEP,000-BCQ-471,2455855.55495,3.846,0.015,False,Johnson B,CCD,SAH,,False
321,DEL CEP,000-BCQ-471,2455855.55808,3.434,0.016,False,Johnson V,CCD,SAH,,False
322,DEL CEP,000-BCQ-471,2455855.56118,2.980,0.010,False,Cousins R,CCD,SAH,,False
323,DEL CEP,000-BCQ-471,2455855.56428,2.792,0.016,False,Cousins I,CCD,SAH,,False
324,DEL CEP,000-BCQ-471,2455856.2431,3.615,0.021,False,Johnson V,CCD,VOL,1.05,True
325,DEL CEP,000-BCQ-471,2455856.53489,4.221,0.016,False,Johnson B,CCD,SAH,,False
326,DEL CEP,000-BCQ-471,2455856.53802,3.693,0.020,False,Johnson V,CCD,SAH,,False
327,DEL CEP,000-BCQ-471,2455856.54115,3.167,0.011,False,Cousins R,CCD,SAH,,False
328,DEL CEP,000-BCQ-471,2455856.54426,2.932,0.010,False,Cousins I,CCD,SAH,,False
329,DEL CEP,000-BCQ-471,2455857.2667,3.849,0.009,False,Johnson V,CCD,VOL,1.03,True
330,DEL CEP,000-BCQ-471,2455859.54034,4.867,0.011,False,Johnson B,CCD,SAH,,False
331,DEL CEP,000-BCQ-471,2455859.54344,4.195,0.021,False,Johnson V,CCD,SAH,,False
332,DEL CEP,000-BCQ-471,2455859.54653,3.607,0.008,False,Cousins R,CCD,SAH,,False
333,DEL CEP,000-BCQ-471,2455859.54963,3.292,0.011,False,Cousins I,CCD,SAH,,False
334,DEL CEP,000-BCQ-471,2455860.53206,4.028,0.018,False,Johnson B,CCD,SAH,,False
335,DEL CEP,000-BCQ-471,2455860.53516,3.599,0.024,False,Johnson V,CCD,SAH,,False
336,DEL CEP,000-BCQ-471,2455860.53827,3.116,0.007,False,Cousins R,CCD,SAH,,False
337,DEL CEP,000-BCQ-471,2455860.54137,2.903,0.006,False,Cousins I,CCD,SAH,,False
338,DEL CEP,000-BCQ-471,2455863.53798,4.673,0.019,False,Johnson B,CCD,SAH,,False
339,DEL CEP,000-BCQ-471,2455863.54109,4.011,0.009,False,Johnson V,CCD,SAH,,False
340,DEL CEP,000-BCQ-471,2455863.54419,3.426,0.014,False,Cousins R,CCD,SAH,,False
341,DEL CEP,000-BCQ-471,2455863.54728,3.126,0.011,False,Cousins I,CCD,SAH,,False
342,DEL CEP,000-BCQ-471,2455864.54210,4.840,0.011,False,Johnson B,CCD,SAH,,False
343,DEL CEP,000-BCQ-471,2455864.54521,4.181,0.021,False,Johnson V,CCD,SAH,,False
344,DEL CEP,000-BCQ-471,2455864.54835,3.596,0.010,False,Cousins R,CCD,SAH,,False
345,DEL CEP,000-BCQ-471,2455864.55156,3.275,0.008,False,Cousins I,CCD,SAH,,False
346,DEL CEP,000-BCQ-471,2455865.53147,4.507,0.024,False,Johnson B,CCD,SAH,,False
347,DEL CEP,000-BCQ-471,2455865.53662,3.936,0.012,False,Johnson V,CCD,SAH,,False
348,DEL CEP,000-BCQ-471,2455865.53980,3.403,0.013,False,Cousins R,CCD,SAH,,False
349,DEL CEP,000-BCQ-471,2455865.54293,3.104,0.005,False,Cousins I,CCD,SAH,,False
350,DEL CEP,000-BCQ-471,2455866.4146,3.426,0.011,False,Johnson V,CCD,VOL,1.15,True
351,DEL CEP,000-BCQ-471,2455866.52578,3.928,0.009,False,Johnson B,CCD,SAH,,False
352,DEL CEP,000-BCQ-471,2455866.52913,3.472,0.014,False,Johnson V,CCD,SAH,,False
353,DEL CEP,000-BCQ-471,2455866.53223,3.022,0.006,False,Cousins R,CCD,SAH,,False
354,DEL CEP,000-BCQ-471,2455866.53532,2.820,0.008,False,Cousins I,CCD,SAH,,False
355,DEL CEP,000-BCQ-471,2455867.51554,4.327,0.020,False,Johnson B,CCD,SAH,,False
356,DEL CEP,000-BCQ-471,2455867.51865,3.782,0.023,False,Johnson V,CCD,SAH,,False
357,DEL CEP,000-BCQ-471,2455867.52178,3.241,0.009,False,Cousins R,CCD,SAH,,False
358,DEL CEP,000-BCQ-471,2455867.52488,2.955,0.013,False,Cousins I,CCD,SAH,,False
359,DEL CEP,000-BCQ-471,2455871.52105,3.843,0.021,False,Johnson B,CCD,SAH,,False
360,DEL CEP,000-BCQ-471,2455871.52417,3.465,0.017,False,Johnson V,CCD,SAH,,False
361,DEL CEP,000-BCQ-471,2455871.52727,2.992,0.013,False,Cousins R,CCD,SAH,,False
362,DEL CEP,000-BCQ-471,2455871.53038,2.801,0.012,False,Cousins I,CCD,SAH,,False
363,DEL CEP,000-BCQ-471,2455874.2694,4.041,0.025,False,Johnson V,CCD,VOL,1.02,True
364,DEL CEP,000-BCQ-471,2455875.52194,4.872,0.035,False,Johnson B,CCD,SAH,,False
365,DEL CEP,000-BCQ-471,2455875.52509,4.191,0.014,False,Johnson V,CCD,SAH,,False
366,DEL CEP,000-BCQ-471,2455875.52829,3.617,0.011,False,Cousins R,CCD,SAH,,False
367,DEL CEP,000-BCQ-471,2455875.53349,3.293,0.011,False,Cousins I,CCD,SAH,,False
368,DEL CEP,000-BCQ-471,2455876.51903,4.216,0.037,False,Johnson B,CCD,SAH,,False
369,DEL CEP,000-BCQ-471,2455876.52221,3.716,0.023,False,Johnson V,CCD,SAH,,False
370,DEL CEP,000-BCQ-471,2455876.52537,3.205,0.011,False,Cousins R,CCD,SAH,,False
371,DEL CEP,000-BCQ-471,2455876.52878,2.959,0.011,False,Cousins I,CCD,SAH,,False
372,DEL CEP,000-BCQ-471,2455877.52037,4.049,0.018,False,Johnson B,CCD,SAH,,False
373,DEL CEP,000-BCQ-471,2455877.52359,3.562,0.008,False,Johnson V,CCD,SAH,,False
374,DEL CEP,000-BCQ-471,2455877.52672,3.079,0.012,False,Cousins R,CCD,SAH,,False
375,DEL CEP,000-BCQ-471,2455877.53037,2.855,0.008,False,Cousins I,CCD,SAH,,False
376,DEL CEP,000-BCQ-471,2455878.3063,3.763,0.003,False,Johnson V,CCD,VOL,1.04,True
377,DEL CEP,000-BCQ-471,2455883.51536,4.282,0.007,False,Johnson B,CCD,SAH,,False
378,DEL CEP,000-BCQ-471,2455883.51866,3.726,0.012,False,Johnson V,CCD,SAH,,False
379,DEL CEP,000-BCQ-471,2455883.52231,3.197,0.006,False,Cousins R,CCD,SAH,,False
380,DEL CEP,000-BCQ-471,2455883.52551,2.945,0.006,False,Cousins I,CCD,SAH,,False
381,DEL CEP,000-BCQ-471,2455889.53253,4.483,0.017,False,Johnson B,CCD,SAH,,False
382,DEL CEP,000-BCQ-471,2455889.53772,3.895,0.020,False,Johnson V,CCD,SAH,,False
383,DEL CEP,000-BCQ-471,2455889.54151,3.319,0.010,False,Cousins R,CCD,SAH,,False
384,DEL CEP,000-BCQ-471,2455889.54604,3.029,0.012,False,Cousins I,CCD,SAH,,False
385,DEL CEP,000-BCQ-471,2455893.2896,3.416,0.010,False,Johnson V,CCD,VOL,1.07,True
386,DEL CEP,000-BCQ-471,2455896.52000,4.821,0.021,False,Johnson B,CCD,SAH,,False
387,DEL CEP,000-BCQ-471,2455896.52326,4.152,0.008,False,Johnson V,CCD,SAH,,False
388,DEL CEP,000-BCQ-471,2455896.52648,3.568,0.008,False,Cousins R,CCD,SAH,,False
389,DEL CEP,000-BCQ-471,2455896.52983,3.260,0.009,False,Cousins I,CCD,SAH,,False
390,DEL CEP,000-BCQ-471,2455897.53555,4.695,0.019,False,Johnson B,CCD,SAH,,False
391,DEL CEP,000-BCQ-471,2455897.53865,4.068,0.008,False,Johnson V,CCD,SAH,,False
392,DEL CEP,000-BCQ-471,2455897.54176,3.523,0.011,False,Cousins R,CCD,SAH,,False
393,DEL CEP,000-BCQ-471,2455897.54488,3.243,0.012,False,Cousins I,CCD,SAH,,False
394,DEL CEP,000-BCQ-471,2455901.2417,4.040,0.022,False,Johnson V,CCD,VOL,1.04,True
395,DEL CEP,000-BCQ-471,2455904.2049,3.561,0.020,False,Johnson V,CCD,VOL,1.02,True
396,DEL CEP,000-BCQ-471,2455907.2250,4.133,0.010,False,Johnson V,CCD,VOL,1.04,True
397,DEL CEP,000-BCQ-471,2455930.2049,3.659,0.014,False,Johnson V,CCD,VOL,1.09,True
398,DEL CEP,000-BCQ-471,2455947.2542,3.591,0.036,False,Johnson V,CCD,VOL,1.32,True
399,DEL CEP,000-BCQ-471,2455984.6653,3.457,0.010,False,Johnson V,CCD,VOL,1.83,True
400,DEL CEP,000-BCQ-471,2455984.6681,3.528,0.004,False,Johnson V,CCD,VOL,1.81,True
401,DEL CEP,000-BCQ-471,2456008.6264,4.105,0.007,False,Johnson V,CCD,VOL,1.66,True
402,DEL CEP,000-BCQ-471,2456008.6292,4.069,0.018,False,Johnson V,CCD,VOL,1.64,True
403,DEL CEP,000-BCQ-471,2456025.6021,4.227,0.014,False,Johnson V,CCD,VOL,1.53,True
404,DEL CEP,000-BCQ-471,2456035.6090,4.110,0.021,False,Johnson V,CCD,VOL,1.38,True
405,DEL CEP,000-BCQ-471,2456040.5854,4.028,0.010,False,Johnson V,CCD,VOL,1.42,True
406,DEL CEP,000-BCQ-471,2456040.5951,4.054,0.019,False,Johnson V,CCD,VOL,1.38,True
407,DEL CEP,000-BCQ-471,2456046.5819,4.130,0.012,False,Johnson V,CCD,VOL,1.37,True
408,DEL CEP,000-BCQ-471,2456046.5896,4.126,0.017,False,Johnson V,CCD,VOL,1.34,True
409,DEL CEP,000-BCQ-471,2456048.4479,3.459,0.018,False,Johnson V,CCD,VOL,2.17,True
410,DEL CEP,000-BCQ-471,2456065.4410,3.618,0.008,False,Johnson V,CCD,VOL,1.85,True
411,DEL CEP,000-BCQ-471,2456065.4438,3.531,0.024,False,Johnson V,CCD,VOL,1.83,True
412,DEL CEP,000-BCQ-471,2456072.4194,3.867,0.043,False,Johnson V,CCD,VOL,1.87,True
413,DEL CEP,000-BCQ-471,2456074.4035,4.246,0.119,False,Johnson V,CCD,VOL,1.95,True
414,DEL CEP,000-BCQ-471,2456081.3889,3.568,0.031,False,Johnson V,CCD,VOL,1.91,True
415,DEL CEP,000-BCQ-471,2456094.4472,4.110,0.021,False,Johnson V,CCD,VOL,1.38,True
416,DEL CEP,000-BCQ-471,2456094.48889,4.079,0.051,False,Johnson V,CCD,RDAA,1.815,True
417,DEL CEP,000-BCQ-471,2456095.4597,4.249,0.018,False,Johnson V,CCD,VOL,1.32,True
418,DEL CEP,000-BCQ-471,2456096.5521,3.732,0.018,False,Johnson V,CCD,VOL,1.09,True
419,DEL CEP,000-BCQ-471,2456101.4063,4.087,0.013,False,Johnson V,CCD,VOL,1.48,True
420,DEL CEP,000-BCQ-471,2456102.3653,3.321,0.023,False,Johnson V,CCD,VOL,1.68,True
421,DEL CEP,000-BCQ-471,2456106.4243,4.222,0.018,False,Johnson V,CCD,VOL,1.34,True
422,DEL CEP,000-BCQ-471,2456107.3750,3.598,0.012,False,Johnson V,CCD,VOL,1.55,True
423,DEL CEP,000-BCQ-471,2456111.3847,4.189,0.014,False,Johnson V,CCD,VOL,1.45,True
424,DEL CEP,000-BCQ-471,2456117.3833,4.147,0.017,False,Johnson V,CCD,VOL,1.39,True
425,DEL CEP,000-BCQ-471,2456125.3486,3.820,0.014,False,Johnson V,CCD,VOL,1.44,True
426,DEL CEP,000-BCQ-471,2456127.3708,4.199,0.012,False,Johnson V,CCD,VOL,1.33,True
427,DEL CEP,000-BCQ-471,2456132.3736,4.181,0.019,False,Johnson V,CCD,VOL,1.27,True
428,DEL CEP,000-BCQ-471,2456135.4431,3.709,0.003,False,Johnson V,CCD,VOL,1.09,True
429,DEL CEP,000-BCQ-471,2456145.3389,3.467,0.016,False,Johnson V,CCD,VOL,1.27,True
430,DEL CEP,000-BCQ-471,2456151.4424,3.594,0.047,False,Johnson V,CCD,VOL,1.04,True
431,DEL CEP,000-BCQ-471,2456152.3451,3.937,0.026,False,Johnson V,CCD,VOL,1.20,True
432,DEL CEP,000-BCQ-471,2456153.4222,4.038,0.007,False,Johnson V,CCD,VOL,1.05,True
433,DEL CEP,000-BCQ-471,2456154.3160,4.233,0.018,False,Johnson V,CCD,VOL,1.26,True
434,DEL CEP,000-BCQ-471,2456155.3597,3.923,0.006,False,Johnson V,CCD,VOL,1.14,True
435,DEL CEP,000-BCQ-471,2456155.5368,3.694,0.009,False,Johnson V,CCD,VOL,1.03,True
436,DEL CEP,000-BCQ-471,2456157.4104,3.778,0.010,False,Johnson V,CCD,VOL,1.06,True
437,DEL CEP,000-BCQ-471,2456158.3660,3.929,0.025,False,Johnson V,CCD,VOL,1.15,True
438,DEL CEP,000-BCQ-471,2456159.3653,4.182,0.016,False,Johnson V,CCD,VOL,1.14,True
439,DEL CEP,000-BCQ-471,2456167.2979,3.579,0.010,False,Johnson V,CCD,VOL,1.21,True
440,DEL CEP,000-BCQ-471,2456168.3424,3.863,0.006,False,Johnson V,CCD,VOL,1.11,True
441,DEL CEP,000-BCQ-471,2456177.3319,3.453,0.014,False,Johnson V,CCD,VOL,1.09,True
442,DEL CEP,000-BCQ-471,2456177.3382,3.472,0.012,False,Johnson V,CCD,VOL,1.08,True
443,DEL CEP,000-BCQ-471,2456179.3764,3.862,0.016,False,Johnson V,CCD,VOL,1.03,True
444,DEL CEP,000-BCQ-471,2456180.2771,4.074,0.012,False,Johnson V,CCD,VOL,1.18,True
445,DEL CEP,000-BCQ-471,2456180.54749,4.770,0.045,False,Johnson B,CCD,SAH,,False
446,DEL CEP,000-BCQ-471,2456180.55074,4.073,0.047,False,Johnson V,CCD,SAH,,False
447,DEL CEP,000-BCQ-471,2456180.55400,3.468,0.037,False,Cousins R,CCD,SAH,,False
448,DEL CEP,000-BCQ-471,2456180.56101,3.209,0.105,False,Cousins I,CCD,SAH,,False
449,DEL CEP,000-BCQ-471,2456181.55176,4.890,0.033,False,Johnson B,CCD,SAH,,False
450,DEL CEP,000-BCQ-471,2456181.55632,3.603,0.046,False,Cousins R,CCD,SAH,,False
451,DEL CEP,000-BCQ-471,2456181.55968,4.177,0.035,False,Johnson V,CCD,SAH,,False
452,DEL CEP,000-BCQ-471,2456182.2875,3.840,0.022,False,Johnson V,CCD,VOL,1.14,True
453,DEL CEP,000-BCQ-471,2456182.3986,3.676,0.011,False,Johnson V,CCD,VOL,1.02,True
454,DEL CEP,000-BCQ-471,2456182.56281,2.839,0.020,False,Cousins I,CCD,SAH,,False
455,DEL CEP,000-BCQ-471,2456182.57127,3.070,0.028,False,Cousins R,CCD,SAH,,False
456,DEL CEP,000-BCQ-471,2456182.57447,3.522,0.034,False,Johnson V,CCD,SAH,,False
457,DEL CEP,000-BCQ-471,2456182.57824,3.963,0.024,False,Johnson B,CCD,SAH,,False
458,DEL CEP,000-BCQ-471,2456185.56672,4.692,0.020,False,Johnson B,CCD,SAH,,False
459,DEL CEP,000-BCQ-471,2456185.61156,3.469,0.009,False,Cousins R,CCD,SAH,,False
460,DEL CEP,000-BCQ-471,2456185.61521,3.135,0.008,False,Cousins I,CCD,SAH,,False
461,DEL CEP,000-BCQ-471,2456185.61925,4.041,0.013,False,Johnson V,CCD,SAH,,False
462,DEL CEP,000-BCQ-471,2456186.59414,4.199,0.039,False,Johnson V,CCD,SAH,,False
463,DEL CEP,000-BCQ-471,2456186.59776,4.884,0.014,False,Johnson B,CCD,SAH,,False
464,DEL CEP,000-BCQ-471,2456186.60525,3.726,0.036,False,Cousins R,CCD,SAH,,False
465,DEL CEP,000-BCQ-471,2456186.61272,3.257,0.014,False,Cousins I,CCD,SAH,,False
466,DEL CEP,000-BCQ-471,2456187.3021,4.164,0.018,False,Johnson V,CCD,VOL,1.09,True
467,DEL CEP,000-BCQ-471,2456187.54604,3.895,0.031,False,Johnson V,CCD,SAH,,False
468,DEL CEP,000-BCQ-471,2456187.55277,4.457,0.047,False,Johnson B,CCD,SAH,,False
469,DEL CEP,000-BCQ-471,2456187.55917,3.328,0.034,False,Cousins R,CCD,SAH,,False
470,DEL CEP,000-BCQ-471,2456187.56533,3.069,0.018,False,Cousins I,CCD,SAH,,False
471,DEL CEP,000-BCQ-471,2456188.5132,3.476,0.020,False,Johnson V,CCD,VOL,1.11,True
472,DEL CEP,000-BCQ-471,2456189.55130,4.343,0.019,False,Johnson B,CCD,SAH,,False
473,DEL CEP,000-BCQ-471,2456189.56396,3.758,0.016,False,Johnson V,CCD,SAH,,False
474,DEL CEP,000-BCQ-471,2456189.56795,3.192,0.016,False,Cousins R,CCD,SAH,,False
475,DEL CEP,000-BCQ-471,2456189.57252,2.937,0.011,False,Cousins I,CCD,SAH,,False
476,DEL CEP,000-BCQ-471,2456191.2722,4.148,0.008,False,Johnson V,CCD,VOL,1.12,True
477,DEL CEP,000-BCQ-471,2456191.54098,4.785,0.030,False,Johnson B,CCD,SAH,,False
478,DEL CEP,000-BCQ-471,2456191.54451,4.142,0.035,False,Johnson V,CCD,SAH,,False
479,DEL CEP,000-BCQ-471,2456191.54804,3.532,0.027,False,Cousins R,CCD,SAH,,False
480,DEL CEP,000-BCQ-471,2456191.55530,3.214,0.009,False,Cousins I,CCD,SAH,,False
481,DEL CEP,000-BCQ-471,2456192.2917,4.249,0.021,False,Johnson V,CCD,VOL,1.09,True
482,DEL CEP,000-BCQ-471,2456193.59545,3.842,0.011,False,Johnson B,CCD,SAH,,False
483,DEL CEP,000-BCQ-471,2456193.60236,3.433,0.016,False,Johnson V,CCD,SAH,,False
484,DEL CEP,000-BCQ-471,2456193.60654,3.008,0.017,False,Cousins R,CCD,SAH,,False
485,DEL CEP,000-BCQ-471,2456193.61839,2.790,0.012,False,Cousins I,CCD,SAH,,False
486,DEL CEP,000-BCQ-471,2456194.2646,3.599,0.012,False,Johnson V,CCD,VOL,1.12,True
487,DEL CEP,000-BCQ-471,2456194.54175,4.234,0.042,False,Johnson B,CCD,SAH,,False
488,DEL CEP,000-BCQ-471,2456194.55043,3.699,0.024,False,Johnson V,CCD,SAH,,False
489,DEL CEP,000-BCQ-471,2456194.55451,3.158,0.017,False,Cousins R,CCD,SAH,,False
490,DEL CEP,000-BCQ-471,2456194.55851,2.900,0.016,False,Cousins I,CCD,SAH,,False
491,DEL CEP,000-BCQ-471,2456195.57326,4.576,0.043,False,Johnson B,CCD,SAH,,False
492,DEL CEP,000-BCQ-471,2456195.58013,3.937,0.022,False,Johnson V,CCD,SAH,,False
493,DEL CEP,000-BCQ-471,2456195.58765,3.359,0.018,False,Cousins R,CCD,SAH,,False
494,DEL CEP,000-BCQ-471,2456195.59450,3.050,0.014,False,Cousins I,CCD,SAH,,False
495,DEL CEP,000-BCQ-471,2456196.54900,4.767,0.039,False,Johnson B,CCD,SAH,,False
496,DEL CEP,000-BCQ-471,2456196.55790,4.089,0.037,False,Johnson V,CCD,SAH,,False
497,DEL CEP,000-BCQ-471,2456196.56409,3.513,0.027,False,Cousins R,CCD,SAH,,False
498,DEL CEP,000-BCQ-471,2456196.56931,3.163,0.012,False,Cousins I,CCD,SAH,,False
499,DEL CEP,000-BCQ-471,2456199.2861,3.495,0.047,False,Johnson V,CCD,VOL,1.07,True
500,DEL CEP,000-BCQ-471,2456199.4021,3.494,0.014,False,Johnson V,CCD,VOL,1.02,True
501,DEL CEP,000-BCQ-471,2456203.3813,4.093,0.008,False,Johnson V,CCD,VOL,1.02,True
502,DEL CEP,000-BCQ-471,2456204.3243,3.425,0.039,False,Johnson V,CCD,VOL,1.02,True
503,DEL CEP,000-BCQ-471,2456206.2625,3.959,0.023,False,Johnson V,CCD,VOL,1.07,True
504,DEL CEP,000-BCQ-471,2456209.2674,3.656,0.003,False,Johnson V,CCD,VOL,1.06,True
505,DEL CEP,000-BCQ-471,2456220.2549,3.440,0.043,False,Johnson V,CCD,VOL,1.04,True
506,DEL CEP,000-BCQ-471,2456220.2583,3.455,0.077,False,Johnson V,CCD,VOL,1.04,True
507,DEL CEP,000-BCQ-471,2456223.2674,4.044,0.015,False,Johnson V,CCD,VOL,1.03,True
508,DEL CEP,000-BCQ-471,2456226.3090,3.535,0.003,False,Johnson V,CCD,VOL,1.02,True
509,DEL CEP,000-BCQ-471,2456234.2146,4.106,0.012,False,Johnson V,CCD,VOL,1.04,True
